ip_str,port,org,os,vulns,location.country_code,tags
189.163.76.114,23,Gestión de direccionamiento UniNet,Linux,"['CVE-2024-50112', 'CVE-2024-50111', 'CVE-2024-50059', 'CVE-2022-49131', 'CVE-2024-50055', 'CVE-2022-49072', 'CVE-2024-47673', 'CVE-2024-47670', 'CVE-2022-49158', 'CVE-2024-47674', 'CVE-2022-48935', 'CVE-2024-42063', 'CVE-2022-49152', 'CVE-2022-48938', 'CVE-2022-49157', 'CVE-2022-49156', 'CVE-2022-49155', 'CVE-2023-53230', 'CVE-2024-46727', 'CVE-2022-50017', 'CVE-2022-50010', 'CVE-2022-50011', 'CVE-2022-50012', 'CVE-2024-43899', 'CVE-2022-49764', 'CVE-2022-49765', 'CVE-2022-49766', 'CVE-2022-49767', 'CVE-2022-49761', 'CVE-2022-49762', 'CVE-2022-49763', 'CVE-2024-50180', 'CVE-2024-46810', 'CVE-2024-46813', 'CVE-2024-50183', 'CVE-2024-46815', 'CVE-2024-46814', 'CVE-2022-49568', 'CVE-2024-50057', 'CVE-2024-46819', 'CVE-2022-49567', 'CVE-2022-49564', 'CVE-2025-21992', 'CVE-2025-21993', 'CVE-2025-21786', 'CVE-2021-47642', 'CVE-2024-53146', 'CVE-2024-53194', 'CVE-2024-53195', 'CVE-2022-49707', 'CVE-2022-49166', 'CVE-2024-47704', 'CVE-2022-48845', 'CVE-2022-48842', 'CVE-2022-48794', 'CVE-2022-48841', 'CVE-2022-48795', 'CVE-2023-53309', 'CVE-2022-49128', 'CVE-2022-49126', 'CVE-2023-53305', 'CVE-2022-49124', 'CVE-2022-49125', 'CVE-2022-49122', 'CVE-2022-49123', 'CVE-2022-49120', 'CVE-2022-49121', 'CVE-2023-52900', 'CVE-2023-52903', 'CVE-2024-46818', 'CVE-2025-38716', 'CVE-2022-50082', 'CVE-2024-46724', 'CVE-2022-50086', 'CVE-2025-38710', 'CVE-2022-50084', 'CVE-2025-37948', 'CVE-2024-56616', 'CVE-2024-44957', 'CVE-2022-49308', 'CVE-2022-49309', 'CVE-2024-58085', 'CVE-2024-56587', 'CVE-2022-49465', 'CVE-2022-49302', 'CVE-2022-49303', 'CVE-2022-49300', 'CVE-2022-49301', 'CVE-2022-49307', 'CVE-2022-49304', 'CVE-2022-49305', 'CVE-2022-49264', 'CVE-2022-49267', 'CVE-2022-50344', 'CVE-2022-50346', 'CVE-2024-44954', 'CVE-2022-50341', 'CVE-2023-53151', 'CVE-2022-49835', 'CVE-2024-53099', 'CVE-2024-53098', 'CVE-2024-49933', 'CVE-2022-49831', 'CVE-2022-50261', 'CVE-2024-49930', 'CVE-2024-58012', 'CVE-2024-58013', 'CVE-2024-58011', 'CVE-2024-58017', 'CVE-2024-49939', 'CVE-2024-56570', 'CVE-2024-50277', 'CVE-2024-42265', 'CVE-2024-57850', 'CVE-2023-53403', 'CVE-2023-53402', 'CVE-2023-53400', 'CVE-2023-53407', 'CVE-2023-53406', 'CVE-2023-53405', 'CVE-2023-53404', 'CVE-2023-53409', 'CVE-2023-53408', 'CVE-2022-49769', 'CVE-2025-38234', 'CVE-2025-4598', 'CVE-2024-46863', 'CVE-2022-49412', 'CVE-2024-53179', 'CVE-2025-38232', 'CVE-2024-53174', 'CVE-2021-47622', 'CVE-2024-53177', 'CVE-2024-49920', 'CVE-2024-56593', 'CVE-2024-56759', 'CVE-2022-50333', 'CVE-2024-46720', 'CVE-2024-56757', 'CVE-2024-50012', 'CVE-2024-50010', 'CVE-2024-56597', 'CVE-2024-50014', 'CVE-2024-43893', 'CVE-2024-42115', 'CVE-2023-53275', 'CVE-2023-53276', 'CVE-2024-56598', 'CVE-2025-21750', 'CVE-2025-21751', 'CVE-2024-43911', 'CVE-2023-53279', 'CVE-2024-43914', 'CVE-2024-50143', 'CVE-2022-48804', 'CVE-2024-43901', 'CVE-2024-46775', 'CVE-2024-46776', 'CVE-2025-38430', 'CVE-2022-49522', 'CVE-2022-49523', 'CVE-2022-49520', 'CVE-2022-49521', 'CVE-2022-49526', 'CVE-2022-49527', 'CVE-2022-49524', 'CVE-2025-38531', 'CVE-2024-49919', 'CVE-2024-42105', 'CVE-2022-49529', 'CVE-2024-42068', 'CVE-2024-42069', 'CVE-2023-4134', 'CVE-2024-49918', 'CVE-2022-48850', 'CVE-2024-46772', 'CVE-2022-48773', 'CVE-2024-46773', 'CVE-2024-42073', 'CVE-2024-46778', 'CVE-2024-49889', 'CVE-2024-49888', 'CVE-2024-53180', 'CVE-2024-42082', 'CVE-2024-42083', 'CVE-2024-42080', 'CVE-2024-42081', 'CVE-2022-49162', 'CVE-2025-23161', 'CVE-2025-23163', 'CVE-2024-49911', 'CVE-2022-49168', 'CVE-2024-42079', 'CVE-2022-49563', 'CVE-2024-42066', 'CVE-2022-49733', 'CVE-2025-38058', 'CVE-2022-49731', 'CVE-2024-46728', 'CVE-2024-46860', 'CVE-2024-46861', 'CVE-2024-46725', 'CVE-2024-49912', 'CVE-2024-46723', 'CVE-2024-46722', 'CVE-2022-49739', 'CVE-2022-49738', 'CVE-2024-53184', 'CVE-2025-37862', 'CVE-2025-22038', 'CVE-2021-47623', 'CVE-2021-47654', 'CVE-2025-22037', 'CVE-2024-42289', 'CVE-2022-50381', 'CVE-2023-53197', 'CVE-2022-50386', 'CVE-2025-37740', 'CVE-2024-49971', 'CVE-2024-49970', 'CVE-2024-53052', 'CVE-2024-53051', 'CVE-2024-53050', 'CVE-2024-44960', 'CVE-2021-47624', 'CVE-2024-49875', 'CVE-2023-53297', 'CVE-2023-53295', 'CVE-2023-53292', 'CVE-2023-52975', 'CVE-2023-53359', 'CVE-2022-50410', 'CVE-2022-50411', 'CVE-2024-57798', 'CVE-2024-41060', 'CVE-2024-41063', 'CVE-2024-41062', 'CVE-2024-41065', 'CVE-2024-41064', 'CVE-2024-41067', 'CVE-2024-41066', 'CVE-2024-41069', 'CVE-2022-49453', 'CVE-2025-21969', 'CVE-2022-49457', 'CVE-2024-49937', 'CVE-2025-38099', 'CVE-2022-49298', 'CVE-2022-49294', 'CVE-2022-49295', 'CVE-2025-39753', 'CVE-2022-49297', 'CVE-2022-49291', 'CVE-2022-49292', 'CVE-2021-4460', 'CVE-2022-50314', 'CVE-2022-50258', 'CVE-2024-49972', 'CVE-2024-49906', 'CVE-2024-49940', 'CVE-2024-49904', 'CVE-2022-49864', 'CVE-2022-49948', 'CVE-2022-50253', 'CVE-2022-50250', 'CVE-2024-49901', 'CVE-2024-42136', 'CVE-2024-42134', 'CVE-2024-42135', 'CVE-2024-42131', 'CVE-2022-48849', 'CVE-2022-49097', 'CVE-2022-49501', 'CVE-2023-53438', 'CVE-2024-57948', 'CVE-2024-56369', 'CVE-2023-53432', 'CVE-2024-57946', 'CVE-2023-53437', 'CVE-2022-49681', 'CVE-2024-40997', 'CVE-2025-21912', 'CVE-2024-53126', 'CVE-2024-42228', 'CVE-2024-42229', 'CVE-2024-42147', 'CVE-2024-57899', 'CVE-2024-57898', 'CVE-2024-57896', 'CVE-2024-42065', 'CVE-2024-57893', 'CVE-2024-43883', 'CVE-2024-50234', 'CVE-2024-53128', 'CVE-2024-46716', 'CVE-2024-46717', 'CVE-2024-46714', 'CVE-2024-46715', 'CVE-2024-50049', 'CVE-2024-50048', 'CVE-2024-50047', 'CVE-2022-48982', 'CVE-2024-46719', 'CVE-2024-47661', 'CVE-2024-47660', 'CVE-2022-48923', 'CVE-2023-53387', 'CVE-2024-47665', 'CVE-2024-49974', 'CVE-2024-47667', 'CVE-2023-53383', 'CVE-2024-47668', 'CVE-2023-53223', 'CVE-2023-53222', 'CVE-2023-53220', 'CVE-2025-37738', 'CVE-2022-49007', 'CVE-2024-50196', 'CVE-2023-52974', 'CVE-2022-49771', 'CVE-2024-46827', 'CVE-2024-50193', 'CVE-2024-46821', 'CVE-2024-50191', 'CVE-2024-46823', 'CVE-2025-38406', 'CVE-2022-49673', 'CVE-2024-46761', 'CVE-2025-21821', 'CVE-2022-49674', 'CVE-2024-56591', 'CVE-2024-47141', 'CVE-2024-42087', 'CVE-2024-47143', 'CVE-2024-44977', 'CVE-2024-46804', 'CVE-2023-52898', 'CVE-2024-47809', 'CVE-2022-48858', 'CVE-2024-56590', 'CVE-2024-49891', 'CVE-2022-48853', 'CVE-2022-48852', 'CVE-2023-53091', 'CVE-2023-53318', 'CVE-2022-49139', 'CVE-2022-49138', 'CVE-2023-53097', 'CVE-2023-53098', 'CVE-2022-49134', 'CVE-2023-52936', 'CVE-2023-53317', 'CVE-2022-49130', 'CVE-2023-52932', 'CVE-2024-42064', 'CVE-2025-38709', 'CVE-2025-38705', 'CVE-2025-38704', 'CVE-2024-50058', 'CVE-2024-49892', 'CVE-2024-48875', 'CVE-2022-48790', 'CVE-2022-48791', 'CVE-2024-56601', 'CVE-2024-56600', 'CVE-2024-56603', 'CVE-2024-56602', 'CVE-2024-56605', 'CVE-2024-56604', 'CVE-2024-56606', 'CVE-2024-56608', 'CVE-2025-37954', 'CVE-2022-49319', 'CVE-2022-49318', 'CVE-2025-38336', 'CVE-2024-49893', 'CVE-2024-56595', 'CVE-2024-46807', 'CVE-2025-38332', 'CVE-2024-56596', 'CVE-2022-49311', 'CVE-2025-37883', 'CVE-2022-49313', 'CVE-2022-49312', 'CVE-2022-49315', 'CVE-2022-49314', 'CVE-2022-49317', 'CVE-2022-49316', 'CVE-2022-50359', 'CVE-2022-50358', 'CVE-2024-49896', 'CVE-2024-56692', 'CVE-2024-49897', 'CVE-2024-44963', 'CVE-2024-44962', 'CVE-2022-50210', 'CVE-2022-50211', 'CVE-2024-53060', 'CVE-2022-50215', 'CVE-2024-58001', 'CVE-2024-44969', 'CVE-2022-49828', 'CVE-2023-53008', 'CVE-2024-43902', 'CVE-2024-46705', 'CVE-2024-43855', 'CVE-2024-41068', 'CVE-2024-41013', 'CVE-2024-41014', 'CVE-2025-21957', 'CVE-2024-41016', 'CVE-2022-48919', 'CVE-2024-49890', 'CVE-2025-37884', 'CVE-2025-38204', 'CVE-2025-37882', 'CVE-2025-37880', 'CVE-2025-38208', 'CVE-2024-53164', 'CVE-2022-50328', 'CVE-2022-50320', 'CVE-2022-49067', 'CVE-2024-50003', 'CVE-2024-50004', 'CVE-2024-50007', 'CVE-2024-50006', 'CVE-2024-50009', 'CVE-2024-50008', 'CVE-2025-39905', 'CVE-2024-47683', 'CVE-2025-21744', 'CVE-2022-48844', 'CVE-2024-57838', 'CVE-2024-57834', 'CVE-2025-38449', 'CVE-2024-50090', 'CVE-2024-50091', 'CVE-2024-56599', 'CVE-2024-50095', 'CVE-2022-49531', 'CVE-2022-49530', 'CVE-2024-42071', 'CVE-2022-49532', 'CVE-2022-49535', 'CVE-2022-49534', 'CVE-2022-49537', 'CVE-2022-49536', 'CVE-2022-49538', 'CVE-2024-53114', 'CVE-2025-38041', 'CVE-2023-4458', 'CVE-2024-46743', 'CVE-2023-53150', 'CVE-2024-42301', 'CVE-2022-50024', 'CVE-2022-49034', 'CVE-2024-42098', 'CVE-2024-46726', 'CVE-2022-48950', 'CVE-2022-48951', 'CVE-2024-42097', 'CVE-2024-42096', 'CVE-2024-56588', 'CVE-2024-42093', 'CVE-2024-46742', 'CVE-2022-49171', 'CVE-2024-46802', 'CVE-2023-53215', 'CVE-2022-49175', 'CVE-2023-53213', 'CVE-2022-49177', 'CVE-2022-49750', 'CVE-2022-50032', 'CVE-2022-49178', 'CVE-2022-50030', 'CVE-2022-50315', 'CVE-2022-49077', 'CVE-2022-49742', 'CVE-2022-49743', 'CVE-2022-49740', 'CVE-2022-49741', 'CVE-2022-49746', 'CVE-2024-46871', 'CVE-2024-46870', 'CVE-2024-46826', 'CVE-2025-38061', 'CVE-2024-46750', 'CVE-2025-38063', 'CVE-2025-38064', 'CVE-2022-49620', 'CVE-2022-49623', 'CVE-2022-49622', 'CVE-2025-37856', 'CVE-2025-37857', 'CVE-2024-56551', 'CVE-2024-49908', 'CVE-2025-37852', 'CVE-2024-54458', 'CVE-2024-49909', 'CVE-2025-37858', 'CVE-2022-48891', 'CVE-2025-38177', 'CVE-2024-46675', 'CVE-2025-22022', 'CVE-2024-46744', 'CVE-2025-22026', 'CVE-2025-22025', 'CVE-2024-49987', 'CVE-2024-49905', 'CVE-2022-50252', 'CVE-2023-53041', 'CVE-2023-53040', 'CVE-2024-49988', 'CVE-2024-49989', 'CVE-2023-53322', 'CVE-2024-50211', 'CVE-2023-53321', 'CVE-2023-53288', 'CVE-2024-49867', 'CVE-2023-53285', 'CVE-2024-49868', 'CVE-2023-53286', 'CVE-2023-53282', 'CVE-2024-41017', 'CVE-2024-56775', 'CVE-2024-41059', 'CVE-2022-50400', 'CVE-2024-56779', 'CVE-2022-50409', 'CVE-2022-50408', 'CVE-2022-49449', 'CVE-2022-49880', 'CVE-2022-49885', 'CVE-2022-49887', 'CVE-2024-46746', 'CVE-2022-49440', 'CVE-2024-46834', 'CVE-2022-49447', 'CVE-2022-49834', 'CVE-2022-49288', 'CVE-2025-39763', 'CVE-2022-49281', 'CVE-2022-49280', 'CVE-2024-49935', 'CVE-2024-49934', 'CVE-2022-50366', 'CVE-2022-50367', 'CVE-2023-53038', 'CVE-2024-49915', 'CVE-2024-49914', 'CVE-2024-49917', 'CVE-2024-49916', 'CVE-2022-50241', 'CVE-2024-49910', 'CVE-2024-49913', 'CVE-2024-49932', 'CVE-2021-47645', 'CVE-2024-42288', 'CVE-2024-49931', 'CVE-2024-42123', 'CVE-2024-42122', 'CVE-2024-49936', 'CVE-2024-42286', 'CVE-2024-42129', 'CVE-2024-42232', 'CVE-2025-39781', 'CVE-2023-53429', 'CVE-2024-53093', 'CVE-2024-57875', 'CVE-2024-40980', 'CVE-2024-49968', 'CVE-2023-53425', 'CVE-2024-57975', 'CVE-2024-57976', 'CVE-2025-38096', 'CVE-2024-53090', 'CVE-2024-46803', 'CVE-2024-46749', 'CVE-2024-53150', 'CVE-2024-40987', 'CVE-2024-53094', 'CVE-2024-42237', 'CVE-2024-42236', 'CVE-2024-50171', 'CVE-2024-46707', 'CVE-2024-49907', 'CVE-2024-47658', 'CVE-2024-47659', 'CVE-2024-50177', 'CVE-2024-46702', 'CVE-2024-50178', 'CVE-2024-50073', 'CVE-2024-43913', 'CVE-2023-53390', 'CVE-2025-21672', 'CVE-2023-53395', 'CVE-2025-21776', 'CVE-2022-49035', 'CVE-2025-21772', 'CVE-2023-53257', 'CVE-2023-53254', 'CVE-2022-49033', 'CVE-2025-21699', 'CVE-2024-46833', 'CVE-2024-46832', 'CVE-2024-46836', 'CVE-2024-46835', 'CVE-2022-49682', 'CVE-2025-21833', 'CVE-2024-42070', 'CVE-2022-49540', 'CVE-2022-49541', 'CVE-2022-49542', 'CVE-2022-49544', 'CVE-2022-49545', 'CVE-2022-49546', 'CVE-2024-42076', 'CVE-2024-42075', 'CVE-2024-49994', 'CVE-2024-42074', 'CVE-2024-49992', 'CVE-2023-53089', 'CVE-2025-21690', 'CVE-2022-50293', 'CVE-2022-50296', 'CVE-2024-49902', 'CVE-2024-49938', 'CVE-2024-49859', 'CVE-2022-49108', 'CVE-2024-42078', 'CVE-2022-49100', 'CVE-2022-49102', 'CVE-2022-49103', 'CVE-2022-49104', 'CVE-2022-49105', 'CVE-2022-49106', 'CVE-2022-49107', 'CVE-2024-47726', 'CVE-2022-50067', 'CVE-2022-48789', 'CVE-2022-48788', 'CVE-2024-44956', 'CVE-2022-49993', 'CVE-2024-46844', 'CVE-2024-49903', 'CVE-2024-46842', 'CVE-2024-46843', 'CVE-2024-46840', 'CVE-2024-46841', 'CVE-2024-41093', 'CVE-2024-41095', 'CVE-2025-37963', 'CVE-2025-37807', 'CVE-2025-37805', 'CVE-2025-37803', 'CVE-2025-37802', 'CVE-2025-37801', 'CVE-2025-37800', 'CVE-2022-49324', 'CVE-2022-49325', 'CVE-2025-38321', 'CVE-2022-49327', 'CVE-2024-40981', 'CVE-2022-49321', 'CVE-2022-49322', 'CVE-2022-49323', 'CVE-2024-49900', 'CVE-2022-49328', 'CVE-2024-43912', 'CVE-2023-53173', 'CVE-2023-53176', 'CVE-2022-50203', 'CVE-2022-50202', 'CVE-2022-50205', 'CVE-2022-50204', 'CVE-2022-50206', 'CVE-2024-42145', 'CVE-2024-41015', 'CVE-2024-46721', 'CVE-2024-42144', 'CVE-2024-41005', 'CVE-2024-41002', 'CVE-2024-41001', 'CVE-2024-42223', 'CVE-2024-42302', 'CVE-2025-38198', 'CVE-2022-49430', 'CVE-2022-49431', 'CVE-2022-49432', 'CVE-2021-47641', 'CVE-2022-49434', 'CVE-2021-47644', 'CVE-2025-38066', 'CVE-2024-42159', 'CVE-2025-38359', 'CVE-2022-50334', 'CVE-2024-42225', 'CVE-2023-52921', 'CVE-2023-53100', 'CVE-2023-53101', 'CVE-2024-46760', 'CVE-2023-52920', 'CVE-2024-44941', 'CVE-2024-46755', 'CVE-2024-49894', 'CVE-2024-57809', 'CVE-2024-47662', 'CVE-2024-42094', 'CVE-2025-37745', 'CVE-2025-21738', 'CVE-2022-21546', 'CVE-2025-37741', 'CVE-2025-37742', 'CVE-2024-57807', 'CVE-2024-40978', 'CVE-2022-49504', 'CVE-2025-37983', 'CVE-2022-49502', 'CVE-2024-50086', 'CVE-2024-53108', 'CVE-2024-42161', 'CVE-2024-42160', 'CVE-2024-40977', 'CVE-2024-53101', 'CVE-2024-53100', 'CVE-2024-53103', 'CVE-2024-42077', 'CVE-2024-50108', 'CVE-2022-48828', 'CVE-2022-48829', 'CVE-2022-49347', 'CVE-2022-48824', 'CVE-2022-48826', 'CVE-2022-48827', 'CVE-2024-53187', 'CVE-2024-47664', 'CVE-2025-37932', 'CVE-2022-48947', 'CVE-2022-48946', 'CVE-2022-49172', 'CVE-2022-48943', 'CVE-2022-48941', 'CVE-2024-46777', 'CVE-2025-23141', 'CVE-2022-49174', 'CVE-2022-50029', 'CVE-2022-50028', 'CVE-2022-49772', 'CVE-2022-50021', 'CVE-2022-50020', 'CVE-2022-50023', 'CVE-2022-49176', 'CVE-2023-53209', 'CVE-2024-58090', 'CVE-2022-49618', 'CVE-2022-49619', 'CVE-2025-38074', 'CVE-2024-46806', 'CVE-2025-38072', 'CVE-2025-38071', 'CVE-2024-46805', 'CVE-2022-49610', 'CVE-2022-49611', 'CVE-2024-46808', 'CVE-2024-46809', 'CVE-2024-46745', 'CVE-2022-49615', 'CVE-2024-46747', 'CVE-2025-38078', 'CVE-2025-37841', 'CVE-2025-37849', 'CVE-2024-47666', 'CVE-2022-49075', 'CVE-2024-44961', 'CVE-2022-49349', 'CVE-2024-50017', 'CVE-2025-38068', 'CVE-2024-49991', 'CVE-2024-49990', 'CVE-2025-38069', 'CVE-2023-52912', 'CVE-2024-46759', 'CVE-2023-53334', 'CVE-2023-53337', 'CVE-2023-52915', 'CVE-2023-53339', 'CVE-2024-45025', 'CVE-2023-52918', 'CVE-2025-21667', 'CVE-2022-49937', 'CVE-2022-49936', 'CVE-2022-48920', 'CVE-2024-46695', 'CVE-2022-49932', 'CVE-2024-40988', 'CVE-2022-49939', 'CVE-2022-49938', 'CVE-2024-46752', 'CVE-2025-37834', 'CVE-2022-49471', 'CVE-2022-49472', 'CVE-2024-46753', 'CVE-2025-37838', 'CVE-2025-37839', 'CVE-2024-46751', 'CVE-2022-49271', 'CVE-2022-49621', 'CVE-2024-53241', 'CVE-2025-22041', 'CVE-2025-22040', 'CVE-2022-49279', 'CVE-2024-49928', 'CVE-2024-49929', 'CVE-2022-50373', 'CVE-2023-53146', 'CVE-2022-49977', 'CVE-2023-53145', 'CVE-2022-50379', 'CVE-2024-49921', 'CVE-2023-53148', 'CVE-2024-49923', 'CVE-2022-50274', 'CVE-2024-49925', 'CVE-2024-49926', 'CVE-2024-49927', 'CVE-2024-43886', 'CVE-2024-57849', 'CVE-2024-50283', 'CVE-2024-50282', 'CVE-2025-39797', 'CVE-2024-42297', 'CVE-2024-50286', 'CVE-2024-50285', 'CVE-2024-57843', 'CVE-2023-53414', 'CVE-2023-53415', 'CVE-2023-53416', 'CVE-2023-53417', 'CVE-2023-53410', 'CVE-2024-46822', 'CVE-2023-53412', 'CVE-2023-53413', 'CVE-2022-49980', 'CVE-2022-49982', 'CVE-2024-43882', 'CVE-2023-53418', 'CVE-2023-53419', 'CVE-2021-47646', 'CVE-2024-44949', 'CVE-2024-46762', 'CVE-2024-40998', 'CVE-2025-21782', 'CVE-2025-21780', 'CVE-2025-38384', 'CVE-2025-38386', 'CVE-2024-53089', 'CVE-2024-46730', 'CVE-2024-46731', 'CVE-2024-46732', 'CVE-2024-46733', 'CVE-2024-50062', 'CVE-2024-50061', 'CVE-2022-48902', 'CVE-2022-48901', 'CVE-2024-49858', 'CVE-2022-49180', 'CVE-2024-53084', 'CVE-2024-43908', 'CVE-2024-43909', 'CVE-2024-44940', 'CVE-2024-43904', 'CVE-2024-43905', 'CVE-2024-43906', 'CVE-2024-43907', 'CVE-2024-43900', 'CVE-2023-53244', 'CVE-2023-53247', 'CVE-2023-53246', 'CVE-2025-38039', 'CVE-2024-44942', 'CVE-2024-49924', 'CVE-2022-49651', 'CVE-2025-38034', 'CVE-2022-48994', 'CVE-2022-48990', 'CVE-2025-38425', 'CVE-2022-48992', 'CVE-2022-49496', 'CVE-2022-49497', 'CVE-2022-49492', 'CVE-2022-49493', 'CVE-2022-48893', 'CVE-2022-49326', 'CVE-2022-48877', 'CVE-2022-48875', 'CVE-2023-52899', 'CVE-2022-48979', 'CVE-2023-52894', 'CVE-2022-50286', 'CVE-2022-49117', 'CVE-2022-49116', 'CVE-2022-49115', 'CVE-2022-49114', 'CVE-2022-49113', 'CVE-2024-49895', 'CVE-2022-49111', 'CVE-2022-49110', 'CVE-2024-49898', 'CVE-2024-49899', 'CVE-2022-49054', 'CVE-2022-49055', 'CVE-2022-49053', 'CVE-2022-49119', 'CVE-2022-49728', 'CVE-2022-49729', 'CVE-2024-42067', 'CVE-2025-38048', 'CVE-2025-38044', 'CVE-2025-38045', 'CVE-2025-38040', 'CVE-2022-49727', 'CVE-2024-44931', 'CVE-2025-37878', 'CVE-2025-37879', 'CVE-2024-44938', 'CVE-2022-49879', 'CVE-2022-49525', 'CVE-2025-37877', 'CVE-2022-49179', 'CVE-2022-49337', 'CVE-2022-49335', 'CVE-2024-42104', 'CVE-2023-53182', 'CVE-2024-49969', 'CVE-2024-46811', 'CVE-2025-22008', 'CVE-2024-49960', 'CVE-2024-49962', 'CVE-2024-50134', 'CVE-2024-42227', 'CVE-2023-53346', 'CVE-2024-47745', 'CVE-2024-57922', 'CVE-2021-47632', 'CVE-2024-57924', 'CVE-2024-41072', 'CVE-2024-41070', 'CVE-2025-38269', 'CVE-2024-41076', 'CVE-2024-41077', 'CVE-2022-49429', 'CVE-2024-41078', 'CVE-2024-41079', 'CVE-2024-44970', 'CVE-2022-49420', 'CVE-2025-38345', 'CVE-2025-38344', 'CVE-2025-39748', 'CVE-2022-48792', 'CVE-2024-53181', 'CVE-2022-49343', 'CVE-2024-53183', 'CVE-2025-39744', 'CVE-2025-39745', 'CVE-2022-49979', 'CVE-2022-49978', 'CVE-2024-56782', 'CVE-2024-56784', 'CVE-2024-56785', 'CVE-2024-41089', 'CVE-2024-56787', 'CVE-2024-56623', 'CVE-2023-53117', 'CVE-2022-49975', 'CVE-2024-41082', 'CVE-2022-50306', 'CVE-2024-41080', 'CVE-2024-49922', 'CVE-2024-42252', 'CVE-2024-44939', 'CVE-2024-45008', 'CVE-2024-46794', 'CVE-2024-42311', 'CVE-2023-53443', 'CVE-2024-57950', 'CVE-2024-50244', 'CVE-2024-46774', 'CVE-2024-42253', 'CVE-2025-37991', 'CVE-2022-49516', 'CVE-2024-50242', 'CVE-2022-49135', 'CVE-2024-42151', 'CVE-2024-50248', 'CVE-2024-50247', 'CVE-2024-50246', 'CVE-2024-50245', 'CVE-2024-53133', 'CVE-2024-50243', 'CVE-2022-49137']",MX,[]
121.43.96.73,23,"Aliyun Computing Co., LTD",,[],CN,[]
176.67.239.188,23,Evolink AD,,[],BG,[]
218.206.209.142,23,China Mobile Communications Corporation - henan,,[],CN,[]
120.78.115.10,23,"Aliyun Computing Co., LTD",,[],CN,[]
153.229.114.121,23,Open Computer Network,,[],JP,[]
220.70.71.107,23,Korea Telecom,,[],KR,[]
41.222.248.254,23,TV CABO ANGOLA LDA,,[],AO,[]
187.243.243.234,23,"Mega Cable, S.A. de C.V.",,[],MX,[]
120.194.141.91,23,China Mobile Communications Corporation,,[],CN,[]
98.98.79.239,23,Zenlayer Inc,,[],US,[]
39.39.3.79,23,Pakistan Telecommuication company limited,,[],PK,[]
218.81.33.248,23,CHINANET Shanghai province network,,[],CN,[]
202.62.10.90,23,PT INDONESIA COMNETS PLUS,,[],ID,[]
122.227.186.206,23,"Ningbo Dianxin Co.,Ltd",,[],CN,[]
179.40.99.17,23,Telefonica de Argentina,,[],AR,[]
47.103.58.194,23,"Aliyun Computing Co., LTD",,[],CN,[]
61.245.9.163,23,Infinivan Incorporated,,[],PH,[]
31.169.83.5,23,BizimHost,,[],TR,[]
103.165.236.115,23,PT iForte Global Internet,,[],ID,[]
181.212.140.137,23,TELEFONICA EMPRESAS CHILE SA,,[],CL,[]
223.30.200.78,23,Sify Limited,,[],IN,[]
122.245.244.142,23,CHINANET-ZJ Ningbo node network,,[],CN,[]
175.199.3.87,23,Korea Telecom,,[],KR,[]
112.5.6.33,23,China Mobile Communications Corporation,,[],CN,[]
61.216.6.66,23,"Data Communication Business Group,",,[],TW,[]
115.42.66.72,23,Metro Ethernet Network,,[],PK,[]
201.190.230.245,23,ARLINK S.A.,,[],AR,[]
81.215.2.169,23,Turk Telekomunikasyon Anonim Sirketi,,[],TR,[]
180.159.19.84,23,CHINANET SHANGHAI PROVINCE NETWORK,,[],CN,[]
8.149.81.93,23,Aliyun Computing Co.LTD,,[],CN,['cloud']
58.185.10.123,23,AXTON PTE LTD,,[],SG,[]
36.22.214.252,23,CHINANET Zhejiang province network,,[],CN,[]
211.106.19.119,23,Korea Telecom,,[],KR,[]
47.92.17.63,23,"Aliyun Computing Co., LTD",,[],CN,[]
8.138.88.208,23,Aliyun Computing Co.LTD,,[],CN,['cloud']
125.19.156.138,23,Bharti Televentures Ltd. - ABTS,,[],IN,[]
146.190.105.79,23,"DigitalOcean, LLC",,[],SG,['cloud']
59.172.113.238,23,CHINANET Hubei province network,,[],CN,[]
146.70.20.118,23,M247 LTD Frankfurt Infrastructure,,[],DE,[]
8.139.157.144,23,Aliyun Computing Co.LTD,,[],CN,['cloud']
39.102.187.172,23,"Aliyun Computing Co., LTD",,[],CN,[]
169.255.104.2,23,Embarq_Devices_Servers,,[],KE,[]
203.156.244.149,23,"ShangHai Telecom Science & Technology Development Co.,Ltd",,[],CN,[]
120.198.34.117,23,China Mobile Communications Corporation,,[],CN,[]
206.119.75.242,23,KURUN CLOUD INC,,[],US,[]
178.175.48.215,23,Telekomi i Kosovës,,[],XK,[]
1.180.80.210,23,CHINANET NeiMengGu province network,,[],CN,[]
120.157.59.17,23,Telstra Limited,,[],AU,[]
151.59.44.9,23,WIND TRE S.P.A.,,[],IT,[]
47.96.80.247,23,"Aliyun Computing Co., LTD",,[],CN,[]
109.92.228.154,23,TELEKOM SRBIJA,,[],RS,[]
152.165.160.42,23,So-net Service,,[],JP,[]
193.247.76.152,23,Jean-Marc Dupuis trading as 'JMandats',,[],CH,[]
80.221.37.157,23,Telia Finland Oyj,,[],FI,[]
220.125.213.64,23,Korea Telecom,,[],KR,[]
115.227.134.66,23,CHINANET Zhejiang province network,,[],CN,[]
89.121.201.202,23,Orange Romania Communications,,[],RO,[]
98.96.231.131,23,Zenlayer Inc,,[],US,[]
113.176.43.226,23,Vietnam Posts and Telecommunications Group,,[],VN,[]
